# u	v	rank	gender
1	79	Full	M
1	82	Asst	M
1	82	Assoc	M
1	82	Full	M
1	82	Full	M
1	83	Full	M
1	85	Full	M
1	87	Asst	M
1	90	Full	M
1	92	Asst	M
1	92	Assoc	M
1	92	Full	M
1	92	Full	M
1	93	Asst	M
1	94	Assoc	M
1	94	Assoc	M
1	94	Full	M
1	94	Full	M
1	94	Full	M
1	94	Full	M
1	97	Asst	F
1	97	Assoc	M
1	104	Assoc	M
1	104	Full	M
1	105	Asst	M
1	105	Full	M
1	107	Assoc	F
1	108	Assoc	F
1	109	Assoc	F
1	111	Asst	M
1	112	Assoc	M
2	1	Asst	M
2	1	Asst	M
2	1	Asst	M
2	1	Asst	M
2	1	Full	M
2	1	Full	M
2	1	Full	M
2	1	Full	M
2	1	Full	M
2	1	Full	M
2	2	Asst	M
2	2	Assoc	M
2	2	Assoc	F
2	2	Assoc	M
2	2	Full	M
2	2	Full	M
2	2	Full	M
2	2	Full	M
2	2	Full	M
2	2	Full	M
2	2	Full	M
2	2	Full	M
2	2	Full	M
2	2	Full	F
2	2	Full	M
2	2	Full	M
2	2	Full	M
2	2	Full	M
2	2	Full	M
2	2	Full	M
2	2	Full	M
2	2	Full	M
2	2	Full	M
2	3	Asst	M
2	3	Asst	M
2	3	Asst	M
2	3	Asst	M
2	3	Asst	M
2	3	Asst	M
2	3	Asst	M
2	3	Assoc	M
2	3	Assoc	M
2	3	Assoc	F
2	3	Assoc	M
2	3	Assoc	M
2	3	Assoc	F
2	3	Assoc	M
2	3	Full	M
2	3	Full	M
2	3	Full	F
2	3	Full	M
2	3	Full	M
2	3	Full	M
2	3	Full	F
2	3	Full	M
2	3	Full	M
2	3	Full	M
2	3	Full	M
2	4	Assoc	F
2	4	Assoc	M
2	4	Full	F
2	4	Full	M
2	4	Full	M
2	4	Full	M
2	4	Full	M
2	4	Full	M
2	4	Full	M
2	4	Full	M
2	5	Assoc	M
2	5	Assoc	M
2	5	Full	M
2	6	Asst	M
2	6	Asst	F
2	6	Asst	M
2	6	Asst	M
2	6	Assoc	M
2	6	Assoc	M
2	6	Full	M
2	6	Full	M
2	6	Full	M
2	6	Full	F
2	6	Full	M
2	6	Full	M
2	6	Full	M
2	6	Full	M
2	6	Full	M
2	6	Full	M
2	6	Full	M
2	6	Full	M
2	7	Assoc	M
2	7	Full	M
2	7	Full	M
2	8	Asst	M
2	8	Asst	M
2	8	Asst	M
2	8	Asst	M
2	8	Assoc	M
2	8	Assoc	M
2	8	Assoc	M
2	8	Assoc	F
2	8	Assoc	F
2	8	Assoc	M
2	8	Full	F
2	8	Full	F
2	8	Full	M
2	8	Full	M
2	8	Full	M
2	8	Full	M
2	8	Full	M
2	8	Full	M
2	8	Full	M
2	9	Assoc	M
2	9	Assoc	M
2	9	Full	M
2	9	Full	M
2	10	Asst	M
2	10	Asst	M
2	10	Asst	F
2	10	Assoc	M
2	10	Assoc	M
2	10	Assoc	M
2	10	Full	M
2	10	Full	M
2	10	Full	M
2	10	Full	F
2	10	Full	M
2	10	Full	M
2	10	Full	M
2	10	Full	M
2	10	Full	M
2	11	Asst	M
2	11	Asst	M
2	11	Assoc	F
2	11	Full	M
2	11	Full	F
2	11	Full	M
2	11	Full	M
2	11	Full	M
2	11	Full	M
2	11	Full	F
2	11	Full	M
2	12	Asst	M
2	12	Asst	M
2	12	Asst	F
2	12	Asst	M
2	12	Asst	M
2	12	Asst	M
2	12	Asst	M
2	12	Asst	M
2	12	Asst	F
2	12	Asst	F
2	12	Assoc	M
2	12	Assoc	M
2	12	Assoc	M
2	12	Assoc	M
2	12	Full	M
2	12	Full	M
2	12	Full	M
2	12	Full	M
2	12	Full	M
2	12	Full	M
2	12	Full	M
2	12	Full	M
2	12	Full	M
2	12	Full	M
2	12	Full	M
2	12	Full	M
2	12	Full	M
2	13	Full	M
2	13	Full	M
2	13	Full	M
2	14	Assoc	M
2	15	Asst	F
2	15	Asst	M
2	15	Asst	M
2	15	Asst	M
2	15	Asst	M
2	15	Full	M
2	15	Full	M
2	15	Full	F
2	16	Asst	M
2	16	Asst	M
2	16	Asst	M
2	16	Asst	M
2	16	Assoc	M
2	16	Assoc	M
2	16	Assoc	F
2	16	Assoc	M
2	16	Full	M
2	16	Full	M
2	17	Full	M
2	17	Full	F
2	18	Full	M
2	18	Full	M
2	18	Full	M
2	18	Full	M
2	19	Asst	F
2	19	Assoc	M
2	19	Full	M
2	19	Full	M
2	20	Full	M
2	20	Full	M
2	21	Asst	M
2	21	Asst	F
2	21	Assoc	M
2	21	Full	F
2	21	Full	M
2	21	Full	M
2	23	Asst	M
2	23	Asst	M
2	23	Full	M
2	24	Asst	M
2	24	Asst	F
2	24	Full	M
2	25	Full	M
2	25	Full	M
2	26	Asst	F
2	26	Asst	M
2	26	Assoc	M
2	26	Assoc	F
2	26	Full	M
2	26	Full	M
2	26	Full	M
2	26	Full	M
2	27	Full	M
2	28	Assoc	M
2	29	Asst	M
2	29	Asst	M
2	29	Asst	F
2	29	Asst	M
2	29	Asst	M
2	30	Asst	M
2	30	Asst	F
2	30	Assoc	M
2	30	Assoc	F
2	30	Full	M
2	30	Full	M
2	30	Full	M
2	30	Full	M
2	31	Full	M
2	32	Assoc	M
2	32	Full	M
2	32	Full	M
2	33	Assoc	M
2	33	Full	F
2	34	Assoc	M
2	34	Assoc	M
2	35	Full	M
2	36	Assoc	M
2	37	Assoc	F
2	38	Assoc	M
2	38	Assoc	F
2	39	Asst	M
2	39	Asst	M
2	39	Asst	M
2	39	Asst	M
2	39	Asst	F
2	39	Asst	M
2	39	Asst	F
2	39	Assoc	M
2	39	Assoc	F
2	39	Assoc	M
2	39	Full	M
2	40	Full	M
2	40	Full	M
2	41	Asst	M
2	41	Assoc	M
2	41	Assoc	F
2	42	Full	M
2	42	Full	M
2	43	Asst	M
2	43	Asst	M
2	43	Asst	F
2	43	Asst	F
2	43	Asst	M
2	43	Assoc	M
2	43	Assoc	M
2	43	Assoc	M
2	43	Assoc	M
2	43	Assoc	M
2	43	Assoc	M
2	43	Assoc	M
2	43	Full	M
2	43	Full	M
2	43	Full	M
2	43	Full	M
2	43	Full	M
2	44	Asst	F
2	45	Assoc	M
2	46	Assoc	M
2	47	Asst	F
2	47	Full	M
2	49	Full	M
2	49	Full	M
2	53	Asst	M
2	54	Assoc	M
2	54	Assoc	M
2	58	Asst	M
2	58	Full	M
2	59	Assoc	M
2	60	Asst	M
2	60	Assoc	F
2	60	Full	M
2	60	Full	F
2	60	Full	M
2	60	Full	M
2	60	Full	M
2	62	Asst	M
2	62	Full	M
2	63	Asst	M
2	63	Full	F
2	63	Full	M
2	64	Full	M
2	68	Asst	M
2	68	Assoc	M
2	68	Full	M
2	68	Full	M
2	68	Full	M
2	68	Full	M
2	69	Assoc	M
2	72	Asst	M
2	72	Asst	M
2	72	Asst	M
2	73	Asst	M
2	73	Asst	F
2	73	Asst	M
2	73	Assoc	M
2	73	Assoc	M
2	73	Full	M
2	73	Full	M
2	78	Asst	M
2	78	Assoc	M
2	78	Assoc	M
2	79	Assoc	M
2	79	Full	F
2	79	Full	M
2	82	Asst	M
2	86	Assoc	M
2	86	Assoc	M
2	87	Asst	M
2	89	Full	M
2	92	Full	M
2	92	Full	M
2	92	Full	M
2	93	Full	M
2	97	Assoc	M
2	97	Assoc	M
2	97	Assoc	M
2	97	Assoc	F
2	97	Full	F
2	97	Full	M
2	99	Assoc	M
2	99	Assoc	M
2	99	Assoc	M
2	99	Full	M
2	99	Full	M
2	99	Full	M
2	100	Assoc	M
2	101	Full	F
2	102	Assoc	M
2	104	Assoc	M
2	104	Full	M
2	110	Full	M
2	111	Full	M
3	1	Asst	M
3	1	Asst	F
3	1	Asst	M
3	1	Asst	M
3	1	Assoc	M
3	1	Assoc	M
3	1	Full	M
3	1	Full	M
3	1	Full	F
3	2	Asst	M
3	2	Asst	M
3	2	Asst	F
3	2	Assoc	F
3	2	Assoc	M
3	2	Full	M
3	2	Full	M
3	2	Full	M
3	2	Full	M
3	2	Full	M
3	2	Full	M
3	2	Full	M
3	3	Asst	M
3	3	Asst	M
3	3	Asst	F
3	3	Asst	F
3	3	Asst	M
3	3	Asst	M
3	3	Asst	M
3	3	Asst	M
3	3	Assoc	F
3	3	Assoc	M
3	3	Assoc	M
3	3	Assoc	M
3	3	Assoc	M
3	3	Assoc	M
3	3	Assoc	M
3	3	Assoc	M
3	3	Assoc	M
3	3	Assoc	F
3	3	Assoc	M
3	3	Assoc	M
3	3	Full	M
3	3	Full	M
3	3	Full	F
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	F
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	F
3	3	Full	F
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	F
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	F
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	4	Asst	M
3	4	Assoc	F
3	4	Assoc	M
3	4	Assoc	M
3	4	Full	M
3	4	Full	M
3	4	Full	M
3	4	Full	M
3	5	Asst	M
3	5	Assoc	M
3	6	Asst	M
3	6	Asst	M
3	6	Asst	M
3	6	Asst	M
3	6	Asst	M
3	6	Asst	F
3	6	Assoc	M
3	6	Assoc	M
3	6	Assoc	M
3	6	Assoc	F
3	6	Full	F
3	6	Full	M
3	6	Full	M
3	6	Full	M
3	6	Full	M
3	6	Full	M
3	6	Full	M
3	7	Assoc	M
3	8	Asst	M
3	8	Asst	M
3	8	Asst	M
3	8	Asst	F
3	8	Asst	M
3	8	Asst	M
3	8	Assoc	M
3	8	Full	M
3	8	Full	F
3	9	Asst	M
3	9	Assoc	M
3	9	Assoc	F
3	9	Assoc	M
3	9	Full	M
3	9	Full	M
3	9	Full	F
3	10	Asst	F
3	10	Asst	F
3	10	Asst	M
3	10	Assoc	M
3	10	Assoc	M
3	10	Assoc	M
3	10	Full	M
3	10	Full	M
3	10	Full	M
3	10	Full	M
3	10	Full	M
3	10	Full	M
3	10	Full	F
3	11	Asst	F
3	11	Asst	F
3	11	Assoc	M
3	11	Assoc	M
3	11	Full	M
3	11	Full	M
3	11	Full	F
3	11	Full	M
3	11	Full	M
3	12	Asst	M
3	12	Asst	M
3	12	Asst	F
3	12	Asst	M
3	12	Asst	M
3	12	Asst	M
3	12	Asst	M
3	12	Asst	F
3	12	Asst	M
3	12	Asst	M
3	12	Asst	F
3	12	Asst	F
3	12	Asst	M
3	12	Assoc	F
3	12	Assoc	M
3	12	Assoc	M
3	12	Assoc	F
3	12	Assoc	M
3	12	Assoc	F
3	12	Assoc	M
3	12	Full	M
3	12	Full	M
3	12	Full	M
3	12	Full	M
3	12	Full	M
3	12	Full	M
3	12	Full	M
3	12	Full	M
3	12	Full	M
3	12	Full	M
3	13	Asst	M
3	13	Asst	F
3	14	Assoc	M
3	15	Asst	M
3	15	Asst	M
3	15	Assoc	F
3	15	Full	M
3	15	Full	M
3	15	Full	M
3	15	Full	F
3	15	Full	M
3	16	Asst	F
3	16	Asst	F
3	16	Asst	M
3	16	Asst	M
3	16	Asst	M
3	16	Assoc	M
3	16	Full	M
3	16	Full	M
3	16	Full	M
3	16	Full	M
3	16	Full	M
3	16	Full	M
3	16	Full	M
3	16	Full	M
3	16	Full	M
3	17	Assoc	M
3	17	Full	M
3	17	Full	M
3	18	Asst	M
3	18	Assoc	F
3	18	Full	M
3	18	Full	M
3	19	Full	M
3	21	Asst	M
3	23	Asst	M
3	23	Asst	M
3	23	Asst	M
3	24	Asst	M
3	24	Assoc	M
3	24	Full	F
3	27	Full	M
3	28	Full	M
3	29	Asst	M
3	30	Full	M
3	30	Full	M
3	30	Full	M
3	30	Full	M
3	30	Full	M
3	32	Assoc	M
3	34	Assoc	M
3	35	Full	M
3	36	Full	M
3	38	Full	M
3	39	Asst	M
3	39	Asst	M
3	39	Asst	M
3	39	Asst	M
3	39	Asst	F
3	39	Asst	F
3	39	Asst	M
3	39	Assoc	M
3	39	Full	M
3	41	Assoc	M
3	41	Full	F
3	42	Assoc	F
3	42	Full	M
3	42	Full	M
3	42	Full	M
3	42	Full	M
3	42	Full	M
3	42	Full	M
3	43	Asst	M
3	43	Asst	M
3	43	Asst	M
3	43	Asst	M
3	43	Assoc	F
3	43	Full	M
3	43	Full	M
3	43	Full	M
3	43	Full	M
3	43	Full	M
3	43	Full	M
3	43	Full	M
3	43	Full	M
3	46	Asst	F
3	46	Assoc	M
3	47	Asst	M
3	47	Full	F
3	47	Full	M
3	48	Full	F
3	50	Full	M
3	52	Full	F
3	52	Full	M
3	53	Assoc	F
3	53	Full	M
3	54	Full	M
3	54	Full	M
3	55	Assoc	M
3	60	Assoc	F
3	60	Assoc	M
3	60	Full	F
3	62	Asst	M
3	63	Asst	M
3	63	Full	M
3	63	Full	M
3	68	Asst	M
3	68	Asst	M
3	68	Assoc	F
3	68	Full	M
3	68	Full	M
3	68	Full	M
3	70	Full	M
3	71	Full	M
3	72	Asst	M
3	72	Asst	F
3	72	Assoc	M
3	72	Full	M
3	72	Full	M
3	73	Full	M
3	73	Full	M
3	78	Full	M
3	78	Full	M
3	78	Full	M
3	86	Full	M
3	87	Assoc	M
3	90	Full	M
3	92	Full	M
3	94	Assoc	M
3	97	Assoc	F
3	97	Assoc	M
3	97	Full	M
3	97	Full	M
3	97	Full	M
3	97	Full	M
3	97	Full	M
3	97	Full	M
3	98	Full	M
3	98	Full	M
3	99	Asst	F
3	99	Assoc	F
3	99	Assoc	M
3	99	Assoc	F
3	99	Assoc	F
3	99	Assoc	M
3	99	Full	M
3	99	Full	M
3	99	Full	F
3	99	Full	M
3	99	Full	F
3	100	Assoc	M
3	104	Assoc	M
3	104	Assoc	F
3	104	Assoc	M
3	104	Assoc	M
3	104	Assoc	F
3	104	Full	M
3	104	Full	M
3	104	Full	M
3	104	Full	M
3	104	Full	F
3	104	Full	M
3	105	Asst	F
3	107	Assoc	M
3	109	Assoc	M
3	111	Assoc	M
3	111	Assoc	M
4	1	Asst	M
4	1	Asst	M
4	1	Full	M
4	1	Full	M
4	1	Full	M
4	1	Full	M
4	2	Asst	F
4	2	Asst	M
4	2	Assoc	F
4	2	Full	M
4	3	Asst	M
4	3	Assoc	M
4	3	Full	M
4	3	Full	M
4	3	Full	M
4	3	Full	M
4	4	Assoc	M
4	4	Full	M
4	4	Full	F
4	4	Full	F
4	5	Asst	M
4	5	Full	M
4	6	Asst	M
4	6	Full	M
4	6	Full	M
4	7	Asst	F
4	7	Assoc	M
4	7	Full	M
4	8	Asst	M
4	8	Asst	F
4	8	Full	M
4	8	Full	M
4	9	Asst	F
4	10	Asst	F
4	10	Asst	M
4	10	Full	M
4	10	Full	M
4	10	Full	M
4	10	Full	M
4	11	Asst	F
4	11	Full	M
4	12	Asst	M
4	12	Asst	M
4	12	Asst	F
4	12	Asst	M
4	12	Assoc	M
4	12	Assoc	M
4	12	Assoc	M
4	12	Assoc	M
4	12	Full	F
4	12	Full	F
4	13	Full	F
4	14	Asst	M
4	15	Asst	F
4	15	Asst	M
4	15	Asst	M
4	15	Assoc	M
4	15	Assoc	M
4	15	Full	M
4	15	Full	M
4	15	Full	M
4	15	Full	M
4	15	Full	M
4	16	Asst	M
4	16	Asst	M
4	16	Asst	M
4	16	Full	M
4	16	Full	M
4	16	Full	M
4	17	Asst	M
4	17	Full	M
4	17	Full	M
4	18	Asst	M
4	18	Assoc	F
4	18	Assoc	M
4	18	Full	M
4	18	Full	M
4	18	Full	M
4	18	Full	M
4	19	Asst	M
4	19	Assoc	M
4	19	Assoc	M
4	19	Full	M
4	19	Full	M
4	19	Full	M
4	20	Full	F
4	21	Asst	M
4	21	Full	M
4	22	Full	M
4	22	Full	M
4	23	Asst	M
4	24	Assoc	M
4	24	Assoc	M
4	24	Full	M
4	24	Full	M
4	24	Full	M
4	26	Asst	M
4	26	Asst	M
4	26	Assoc	F
4	26	Assoc	M
4	26	Full	M
4	26	Full	M
4	26	Full	M
4	27	Asst	M
4	27	Full	M
4	28	Asst	M
4	28	Full	M
4	28	Full	M
4	28	Full	M
4	29	Asst	M
4	29	Full	M
4	29	Full	M
4	29	Full	M
4	30	Assoc	F
4	30	Assoc	M
4	30	Full	M
4	34	Asst	F
4	35	Assoc	M
4	36	Asst	M
4	36	Asst	M
4	36	Assoc	M
4	36	Full	F
4	37	Asst	F
4	38	Asst	F
4	38	Asst	M
4	38	Assoc	M
4	38	Full	M
4	39	Asst	M
4	39	Asst	M
4	39	Assoc	M
4	39	Full	M
4	39	Full	M
4	40	Assoc	M
4	41	Full	M
4	41	Full	M
4	43	Asst	F
4	43	Asst	M
4	43	Asst	F
4	43	Asst	M
4	43	Assoc	F
4	43	Full	M
4	43	Full	M
4	44	Assoc	F
4	45	Full	M
4	46	Asst	M
4	46	Asst	F
4	46	Full	M
4	46	Full	M
4	46	Full	M
4	47	Asst	M
4	47	Asst	M
4	48	Full	F
4	49	Asst	F
4	50	Asst	M
4	50	Full	M
4	52	Asst	M
4	53	Asst	F
4	53	Asst	M
4	53	Asst	M
4	53	Asst	F
4	53	Asst	M
4	53	Assoc	M
4	53	Assoc	M
4	53	Full	M
4	54	Assoc	M
4	54	Full	M
4	59	Assoc	M
4	59	Full	M
4	60	Full	F
4	61	Full	M
4	62	Asst	M
4	63	Asst	F
4	63	Asst	M
4	63	Full	M
4	66	Asst	M
4	70	Full	M
4	72	Asst	M
4	72	Assoc	M
4	72	Full	M
4	73	Asst	M
4	73	Asst	M
4	73	Assoc	M
4	73	Assoc	M
4	77	Full	M
4	78	Asst	M
4	78	Full	M
4	78	Full	M
4	82	Assoc	M
4	82	Assoc	F
4	82	Assoc	M
4	82	Full	M
4	83	Asst	F
4	83	Assoc	M
4	85	Full	M
4	87	Asst	M
4	87	Asst	M
4	87	Assoc	F
4	92	Asst	M
4	92	Asst	M
4	92	Assoc	M
4	92	Assoc	M
4	92	Assoc	M
4	93	Full	M
4	93	Full	M
4	94	Asst	M
4	94	Asst	F
4	94	Asst	M
4	94	Assoc	F
4	94	Assoc	F
4	94	Assoc	M
4	94	Assoc	F
4	94	Full	M
4	94	Full	M
4	94	Full	M
4	95	Assoc	F
4	97	Full	M
4	97	Full	F
4	98	Assoc	M
4	107	Full	M
4	110	Full	M
4	111	Full	F
5	1	Full	M
5	1	Full	M
5	1	Full	M
5	2	Full	M
5	3	Full	M
5	3	Full	M
5	3	Full	M
5	3	Full	M
5	4	Full	F
5	4	Full	M
5	5	Full	M
5	5	Full	M
5	6	Full	M
5	6	Full	M
5	6	Full	M
5	8	Asst	M
5	8	Assoc	M
5	8	Full	M
5	8	Full	M
5	8	Full	M
5	8	Full	M
5	9	Asst	F
5	9	Asst	F
5	9	Full	M
5	11	Full	M
5	11	Full	M
5	12	Full	M
5	12	Full	M
5	12	Full	M
5	12	Full	M
5	13	Asst	M
5	13	Full	M
5	16	Assoc	M
5	16	Assoc	M
5	16	Full	M
5	16	Full	M
5	16	Full	M
5	17	Asst	F
5	17	Full	M
5	18	Asst	M
5	18	Full	M
5	20	Asst	M
5	20	Assoc	M
5	20	Assoc	M
5	21	Asst	M
5	21	Full	F
5	21	Full	F
5	21	Full	F
5	22	Full	M
5	22	Full	M
5	23	Full	M
5	24	Full	M
5	24	Full	M
5	25	Asst	M
5	25	Full	M
5	25	Full	M
5	26	Full	M
5	27	Assoc	M
5	28	Assoc	F
5	29	Asst	M
5	29	Asst	M
5	29	Full	M
5	29	Full	M
5	29	Full	M
5	30	Full	M
5	33	Full	M
5	35	Asst	F
5	35	Full	M
5	35	Full	M
5	36	Full	M
5	37	Full	M
5	38	Assoc	M
5	38	Assoc	M
5	39	Full	M
5	40	Full	M
5	41	Assoc	M
5	41	Full	M
5	41	Full	M
5	43	Asst	F
5	43	Assoc	M
5	43	Assoc	M
5	46	Assoc	M
5	46	Assoc	M
5	48	Assoc	M
5	49	Asst	M
5	49	Assoc	M
5	51	Full	M
5	58	Full	M
5	59	Asst	M
5	59	Assoc	M
5	60	Assoc	M
5	60	Assoc	M
5	60	Assoc	M
5	60	Assoc	F
