# u	v	rank	gender
2	23	Full	M
2	25	Asst	F
2	25	Asst	M
2	25	Full	M
2	26	Asst	F
2	26	Assoc	M
2	26	Assoc	M
2	26	Full	M
2	26	Full	M
2	26	Full	M
2	26	Full	M
2	26	Full	M
2	26	Full	M
2	27	Asst	M
2	27	Assoc	M
2	28	Asst	M
2	28	Assoc	F
2	28	Full	M
2	28	Full	M
2	28	Full	M
2	29	Asst	M
2	29	Assoc	M
2	29	Full	F
2	29	Full	M
2	30	Assoc	M
2	30	Assoc	M
2	31	Asst	M
2	31	Asst	F
2	31	Asst	M
2	31	Full	M
2	32	Asst	M
2	32	Asst	M
2	32	Full	M
2	32	Full	F
2	32	Full	M
2	34	Asst	M
2	34	Asst	M
2	36	Full	M
2	36	Full	M
2	36	Full	M
2	37	Asst	M
2	37	Asst	M
2	37	Full	M
2	37	Full	F
2	37	Full	M
2	37	Full	M
2	38	Assoc	M
2	39	Assoc	M
2	40	Assoc	M
2	40	Full	M
2	41	Assoc	M
2	42	Assoc	M
2	44	Asst	M
2	44	Full	M
2	45	Assoc	M
2	46	Assoc	M
2	46	Assoc	M
2	46	Full	M
2	46	Full	M
2	49	Assoc	M
2	49	Full	M
2	50	Asst	M
2	51	Assoc	M
2	51	Full	F
2	51	Full	M
2	51	Full	M
2	51	Full	M
2	52	Assoc	M
2	52	Full	F
2	53	Full	M
2	53	Full	M
2	55	Asst	M
2	55	Assoc	M
2	55	Full	M
2	55	Full	M
2	55	Full	M
2	56	Asst	M
2	56	Assoc	M
2	56	Full	M
2	66	Assoc	M
2	67	Full	M
2	69	Full	M
2	70	Full	M
2	71	Full	M
2	81	Asst	M
2	82	Full	F
2	84	Assoc	M
2	87	Asst	F
2	87	Asst	M
2	88	Assoc	M
2	96	Assoc	M
2	96	Full	M
2	97	Assoc	M
2	102	Full	M
2	107	Full	M
2	112	Full	M
2	120	Full	M
2	120	Full	M
2	122	Asst	M
2	124	Full	M
2	133	Full	F
2	136	Assoc	F
2	139	Full	M
2	139	Full	M
2	147	Full	M
2	147	Full	M
2	166	Full	M
2	191	Assoc	M
2	192	Full	M
3	1	Asst	M
3	1	Assoc	M
3	1	Assoc	M
3	1	Assoc	M
3	1	Assoc	M
3	1	Full	M
3	1	Full	M
3	1	Full	M
3	2	Assoc	M
3	2	Full	M
3	2	Full	M
3	2	Full	M
3	2	Full	M
3	2	Full	F
3	2	Full	M
3	2	Full	M
3	3	Assoc	F
3	3	Assoc	F
3	3	Assoc	M
3	3	Assoc	M
3	3	Assoc	M
3	3	Assoc	M
3	3	Assoc	M
3	3	Assoc	F
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	F
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	M
3	3	Full	F
3	4	Asst	F
3	4	Full	M
3	4	Full	M
3	4	Full	M
3	5	Assoc	F
3	5	Full	M
3	6	Asst	M
3	6	Asst	M
3	6	Asst	M
3	6	Assoc	F
3	6	Full	M
3	6	Full	M
3	6	Full	M
3	6	Full	M
3	7	Assoc	M
3	7	Assoc	M
3	7	Assoc	M
3	7	Assoc	M
3	7	Assoc	M
3	7	Assoc	F
3	7	Full	M
3	7	Full	M
3	7	Full	F
3	7	Full	M
3	7	Full	M
3	7	Full	M
3	7	Full	M
3	7	Full	M
3	7	Full	M
3	7	Full	M
3	7	Full	F
3	8	Full	F
3	8	Full	M
3	8	Full	F
3	9	Asst	M
3	9	Asst	M
3	9	Assoc	M
3	9	Full	M
3	9	Full	M
3	10	Asst	F
3	10	Asst	M
3	10	Assoc	F
3	10	Assoc	M
3	10	Assoc	M
3	10	Assoc	M
3	10	Full	M
3	11	Asst	M
3	11	Assoc	F
3	11	Assoc	M
3	12	Asst	M
3	12	Asst	M
3	13	Assoc	M
3	13	Full	M
3	13	Full	M
3	14	Asst	M
3	14	Assoc	M
3	15	Assoc	M
3	15	Full	F
3	15	Full	M
3	15	Full	M
3	15	Full	M
3	15	Full	M
3	15	Full	M
3	16	Asst	F
3	16	Assoc	M
3	17	Assoc	M
3	17	Full	M
3	17	Full	M
3	17	Full	M
3	17	Full	M
3	18	Asst	F
3	18	Asst	M
3	18	Assoc	M
3	18	Assoc	M
3	18	Full	M
3	18	Full	M
3	18	Full	M
3	19	Asst	M
3	19	Asst	M
3	19	Assoc	F
3	19	Full	M
3	19	Full	M
3	19	Full	M
3	19	Full	M
3	19	Full	M
3	20	Assoc	M
3	20	Assoc	F
3	20	Full	M
3	20	Full	M
3	21	Asst	M
3	21	Assoc	M
3	21	Full	M
3	21	Full	M
3	22	Assoc	F
3	22	Full	M
3	23	Full	M
3	23	Full	F
3	23	Full	M
3	24	Asst	F
3	25	Asst	M
3	25	Assoc	M
3	25	Assoc	M
3	25	Full	M
3	25	Full	M
3	25	Full	F
3	26	Asst	M
3	26	Assoc	M
3	26	Full	M
3	26	Full	M
3	26	Full	F
3	26	Full	M
3	26	Full	M
3	26	Full	M
3	27	Asst	M
3	27	Full	M
3	27	Full	M
3	28	Asst	M
3	28	Asst	M
3	28	Asst	M
3	28	Full	M
3	28	Full	M
3	28	Full	M
3	28	Full	M
3	28	Full	M
3	30	Asst	F
3	30	Assoc	M
3	30	Full	M
3	30	Full	M
3	31	Full	M
3	32	Asst	M
3	32	Assoc	M
3	32	Assoc	M
3	32	Full	M
3	33	Asst	M
3	33	Full	M
3	34	Asst	M
3	34	Assoc	M
3	35	Asst	M
3	35	Full	M
3	35	Full	M
3	37	Asst	M
3	37	Asst	M
3	37	Asst	M
3	37	Asst	F
3	37	Assoc	F
3	37	Assoc	M
3	37	Assoc	M
3	37	Full	M
3	37	Full	M
3	37	Full	M
3	39	Assoc	M
3	40	Asst	F
3	40	Assoc	M
3	40	Assoc	M
3	41	Asst	M
3	41	Assoc	M
3	42	Asst	F
3	42	Assoc	M
3	42	Assoc	M
3	42	Full	M
3	42	Full	M
3	42	Full	M
3	43	Asst	F
3	43	Full	M
3	43	Full	M
3	44	Assoc	M
3	45	Assoc	M
3	45	Full	F
3	45	Full	M
3	45	Full	M
3	45	Full	M
3	45	Full	M
3	46	Asst	M
3	46	Full	F
3	46	Full	M
3	47	Full	M
3	49	Full	M
3	49	Full	M
3	50	Full	M
3	51	Assoc	F
3	51	Full	M
3	52	Asst	F
3	52	Asst	F
3	52	Full	F
3	55	Assoc	M
3	56	Full	F
3	56	Full	M
3	57	Assoc	M
3	57	Full	M
3	59	Full	M
3	60	Assoc	M
3	67	Full	M
3	70	Asst	M
3	70	Assoc	F
3	72	Asst	M
3	72	Full	M
3	73	Full	M
3	74	Full	M
3	81	Asst	F
3	82	Assoc	M
3	84	Assoc	M
3	84	Full	M
3	97	Assoc	M
3	100	Full	M
3	101	Full	M
3	102	Asst	M
3	102	Full	M
3	104	Assoc	M
3	104	Full	M
3	111	Asst	F
3	111	Asst	M
3	111	Full	M
3	111	Full	M
3	111	Full	M
3	113	Full	M
3	113	Full	F
3	122	Asst	F
3	122	Asst	M
3	122	Assoc	M
3	122	Full	M
3	128	Asst	M
3	129	Assoc	M
3	131	Full	F
3	131	Full	M
3	133	Assoc	M
3	133	Full	M
3	143	Full	M
3	145	Asst	M
3	145	Assoc	M
3	145	Full	M
3	148	Asst	M
3	148	Assoc	M
3	148	Full	M
3	148	Full	M
3	150	Full	M
3	151	Assoc	M
3	154	Assoc	F
3	154	Full	F
3	160	Asst	F
3	160	Assoc	M
3	160	Assoc	M
3	161	Assoc	M
3	161	Full	F
3	168	Full	M
3	175	Asst	M
3	175	Assoc	M
3	175	Assoc	M
3	175	Assoc	M
3	175	Assoc	M
3	175	Full	M
3	175	Full	F
3	175	Full	M
3	181	Assoc	M
3	188	Full	M
3	191	Assoc	M
3	199	Full	M
4	1	Asst	F
4	1	Full	M
4	1	Full	M
4	2	Full	M
4	3	Full	M
4	3	Full	M
4	4	Full	M
4	4	Full	M
4	6	Asst	M
4	6	Full	M
4	6	Full	M
4	7	Full	M
4	7	Full	M
4	10	Assoc	M
4	11	Asst	M
4	15	Full	M
4	16	Full	M
4	18	Full	M
4	19	Full	M
4	21	Full	M
4	23	Assoc	M
4	30	Full	M
4	32	Full	M
4	32	Full	M
4	32	Full	M
4	37	Full	M
4	41	Assoc	M
4	52	Assoc	M
4	54	Asst	M
4	54	Assoc	M
4	59	Assoc	M
4	70	Assoc	M
4	85	Full	M
4	86	Assoc	M
4	90	Assoc	M
4	101	Asst	M
4	106	Full	M
4	111	Full	M
4	140	Full	M
4	164	Full	M
5	1	Assoc	M
5	1	Full	M
5	2	Full	M
5	2	Full	M
5	3	Full	M
5	3	Full	M
5	3	Full	M
5	5	Full	M
5	5	Full	M
5	6	Full	M
5	6	Full	F
5	7	Assoc	M
5	7	Full	F
5	7	Full	M
5	7	Full	M
5	8	Full	M
5	9	Full	M
5	9	Full	M
5	11	Full	M
5	13	Full	M
5	15	Full	M
5	16	Full	M
5	16	Full	M
5	18	Full	M
5	20	Assoc	M
5	20	Full	M
5	21	Full	M
5	21	Full	M
5	27	Full	M
5	27	Full	M
5	27	Full	M
5	29	Full	M
5	29	Full	M
5	30	Full	M
5	30	Full	M
5	31	Assoc	M
5	31	Assoc	M
5	33	Full	M
5	34	Asst	F
5	37	Assoc	F
5	38	Asst	M
5	38	Full	M
5	43	Full	M
5	44	Assoc	F
5	45	Full	M
5	47	Full	F
5	51	Full	M
5	66	Asst	F
5	67	Full	M
5	70	Full	M
5	75	Asst	M
5	87	Assoc	F
5	97	Full	M
5	100	Full	M
5	102	Assoc	M
5	111	Asst	F
5	115	Assoc	M
5	124	Asst	F
5	135	Full	M
5	149	Full	M
5	149	Full	F
5	154	Assoc	M
5	161	Assoc	F
5	170	Asst	M
5	175	Asst	M
5	175	Assoc	M
5	175	Full	M
5	191	Assoc	M
6	1	Asst	M
6	1	Full	M
6	1	Full	F
6	3	Full	F
6	5	Asst	M
6	6	Assoc	M
6	6	Full	M
6	6	Full	M
6	7	Assoc	M
6	7	Full	M
6	7	Full	M
6	8	Assoc	M
6	9	Full	F
6	9	Full	F
6	10	Assoc	M
6	11	Assoc	M
6	11	Full	M
6	12	Full	M
6	12	Full	F
6	12	Full	M
6	13	Assoc	F
6	13	Assoc	M
6	13	Full	M
6	14	Full	M
6	16	Full	M
6	17	Assoc	F
6	17	Full	M
6	17	Full	M
6	17	Full	M
6	17	Full	M
6	18	Assoc	F
6	18	Assoc	M
6	18	Full	M
6	18	Full	M
6	21	Full	M
6	22	Asst	M
6	22	Asst	M
6	22	Full	M
6	23	Assoc	M
6	24	Full	M
6	25	Full	M
6	25	Full	M
6	26	Full	M
6	27	Full	M
6	27	Full	M
6	27	Full	M
6	27	Full	M
6	28	Full	M
6	29	Full	M
6	29	Full	M
6	31	Asst	F
6	31	Full	F
6	31	Full	M
6	33	Assoc	F
6	33	Assoc	M
6	33	Full	M
6	35	Full	M
6	35	Full	M
6	36	Assoc	M
6	37	Full	M
6	37	Full	M
6	37	Full	F
6	40	Asst	M
6	40	Asst	F
6	46	Full	M
6	49	Full	M
6	55	Asst	M
6	55	Assoc	M
6	55	Full	M
6	55	Full	M
6	56	Asst	F
6	57	Full	F
6	62	Full	M
6	65	Full	M
6	66	Assoc	F
6	67	Full	M
6	70	Asst	M
6	70	Full	M
6	73	Full	M
6	77	Assoc	M
6	78	Full	M
6	81	Asst	M
6	83	Full	M
6	87	Asst	M
6	87	Full	M
6	90	Asst	M
6	93	Assoc	M
6	93	Assoc	F
6	94	Full	M
6	95	Full	M
6	95	Full	M
6	104	Full	M
6	106	Full	M
6	107	Assoc	M
6	111	Asst	M
6	111	Full	M
6	112	Full	M
6	113	Assoc	M
6	113	Full	M
6	115	Full	M
6	120	Asst	M
6	120	Assoc	M
6	123	Assoc	M
6	133	Assoc	M
6	146	Full	M
6	147	Assoc	M
6	150	Assoc	M
6	155	Assoc	M
6	164	Assoc	M
6	191	Full	M
6	198	Assoc	M
6	200	Asst	M
6	201	Full	M
7	1	Asst	M
7	1	Full	M
7	1	Full	M
7	1	Full	F
7	1	Full	M
7	2	Assoc	M
7	2	Assoc	M
7	2	Assoc	M
7	2	Full	M
7	2	Full	M
7	3	Assoc	M
7	3	Full	M
7	4	Asst	M
7	4	Asst	F
7	4	Asst	M
7	5	Full	M
7	5	Full	M
7	6	Assoc	F
7	7	Asst	F
7	7	Assoc	M
7	7	Assoc	F
7	7	Assoc	M
7	7	Assoc	M
7	7	Assoc	M
7	7	Full	M
7	7	Full	M
7	7	Full	F
7	7	Full	F
7	7	Full	M
7	7	Full	M
7	7	Full	M
7	7	Full	F
7	7	Full	M
7	7	Full	M
7	7	Full	M
7	7	Full	M
7	7	Full	M
7	7	Full	F
7	7	Full	M
7	7	Full	F
7	7	Full	M
7	8	Full	M
7	8	Full	M
7	9	Full	M
7	10	Asst	M
7	10	Full	M
7	10	Full	M
7	10	Full	M
7	10	Full	M
7	10	Full	M
7	11	Asst	M
7	11	Assoc	M
7	11	Full	M
7	12	Asst	M
7	12	Asst	F
7	12	Asst	M
7	12	Asst	M
7	12	Full	M
7	12	Full	M
7	13	Asst	F
7	13	Full	M
7	14	Assoc	M
7	15	Full	M
7	16	Full	M
7	17	Full	M
7	18	Asst	M
7	18	Assoc	M
7	19	Asst	M
7	20	Full	F
7	20	Full	M
7	20	Full	M
7	21	Asst	F
7	21	Asst	M
7	21	Asst	F
7	21	Assoc	M
7	21	Full	M
7	23	Asst	M
7	23	Asst	M
7	23	Full	M
7	23	Full	M
7	23	Full	M
7	23	Full	M
7	27	Assoc	M
7	28	Asst	M
7	28	Assoc	M
7	28	Assoc	M
7	28	Full	M
7	28	Full	M
7	30	Full	M
7	30	Full	M
7	33	Assoc	M
7	33	Full	M
7	34	Full	F
7	35	Asst	M
7	36	Assoc	M
7	36	Assoc	F
7	36	Full	M
7	37	Asst	F
7	37	Asst	M
7	37	Asst	M
7	37	Asst	M
7	37	Assoc	M
7	37	Assoc	M
7	37	Full	M
7	37	Full	M
7	37	Full	M
7	37	Full	M
7	39	Full	M
7	40	Assoc	M
7	41	Full	M
7	42	Asst	M
7	42	Assoc	M
7	43	Asst	F
7	43	Full	M
7	44	Full	M
7	45	Assoc	M
7	47	Full	M
7	48	Assoc	F
7	50	Assoc	M
7	52	Asst	M
7	52	Full	M
7	54	Assoc	M
7	55	Assoc	M
7	55	Assoc	F
7	57	Asst	M
7	57	Asst	M
7	57	Assoc	F
7	57	Assoc	F
7	61	Asst	M
7	61	Assoc	M
7	66	Assoc	M
7	66	Assoc	M
7	69	Assoc	M
7	72	Asst	F
7	73	Assoc	M
7	76	Full	M
7	80	Assoc	M
7	80	Full	F
7	85	Assoc	M
7	86	Asst	M
7	88	Asst	M
7	88	Full	M
7	89	Assoc	M
7	90	Asst	M
7	95	Assoc	M
7	95	Assoc	M
7	102	Assoc	F
7	102	Full	M
7	111	Assoc	M
7	111	Full	F
7	114	Full	M
7	121	Assoc	M
7	124	Assoc	M
7	125	Asst	M
7	125	Asst	M
7	125	Assoc	M
7	145	Asst	F
7	145	Assoc	M
7	151	Assoc	M
7	163	Assoc	M
7	175	Assoc	M
7	188	Full	M
7	191	Assoc	M
7	191	Assoc	M
7	193	Full	M
7	200	Assoc	M
8	1	Full	M
8	2	Full	M
8	3	Full	M
8	4	Full	M
8	5	Full	M
8	5	Full	M
8	5	Full	M
8	7	Full	M
8	8	Asst	F
8	8	Full	M
8	9	Full	M
8	10	Full	M
8	11	Asst	M
8	13	Assoc	M
8	13	Full	F
8	14	Assoc	M
8	16	Assoc	M
8	17	Full	M
8	18	Asst	M
8	18	Full	F
8	20	Full	M
8	20	Full	M
8	21	Full	M
8	23	Full	M
8	24	Asst	M
8	25	Assoc	M
8	26	Full	F
8	26	Full	M
8	27	Asst	M
8	28	Asst	M
8	28	Asst	M
8	28	Assoc	M
8	28	Full	M
8	32	Full	M
8	33	Assoc	M
8	34	Asst	M
8	34	Full	M
8	35	Assoc	M
8	36	Asst	M
8	38	Asst	M
8	38	Full	M
8	40	Assoc	M
8	42	Assoc	M
8	45	Asst	F
8	46	Full	M
8	49	Full	M
8	51	Asst	M
8	55	Assoc	M
8	56	Asst	F
8	60	Full	M
8	61	Full	M
8	63	Assoc	F
8	64	Asst	M
8	64	Full	M
8	64	Full	M
8	64	Full	M
8	78	Assoc	M
8	79	Full	M
8	81	Full	M
8	86	Assoc	M
8	88	Full	M
8	100	Assoc	M
8	103	Asst	M
8	105	Asst	M
8	107	Assoc	M
8	107	Full	M
8	113	Asst	M
8	113	Full	M
8	114	Assoc	M
8	118	Full	M
8	120	Full	M
8	122	Asst	M
8	133	Full	M
8	139	Assoc	M
8	142	Full	M
8	151	Assoc	M
8	154	Assoc	M
8	154	Full	F
8	155	Full	M
8	175	Asst	F
8	193	Full	M
8	204	Assoc	M
9	1	Full	M
9	7	Full	M
9	7	Full	M
9	7	Full	M
9	7	Full	M
9	8	Full	M
9	8	Full	M
9	11	Full	M
9	11	Full	M
9	13	Assoc	M
9	15	Full	M
9	16	Assoc	M
9	16	Full	M
9	16	Full	M
9	19	Full	M
9	25	Full	F
9	27	Full	M
9	32	Assoc	M
9	32	Full	M
9	33	Full	M
9	37	Assoc	M
9	37	Assoc	M
9	37	Full	F
9	38	Full	F
9	42	Assoc	M
9	42	Full	M
9	42	Full	M
9	47	Assoc	M
9	54	Full	M
9	56	Full	F
9	57	Full	M
9	65	Assoc	M
9	65	Assoc	M
9	70	Assoc	M
9	75	Assoc	M
9	80	Full	M
9	84	Assoc	M
9	97	Asst	M
9	105	Asst	M
9	107	Assoc	M
9	111	Full	M
9	112	Assoc	M
9	148	Assoc	M
9	166	Assoc	M
9	182	Assoc	M
9	186	Full	M
9	191	Full	M
10	2	Full	M
10	5	Asst	M
10	6	Assoc	M
10	6	Assoc	M
10	7	Asst	M
10	7	Assoc	M
10	8	Full	M
10	8	Full	M
10	10	Full	M
10	10	Full	F
10	11	Asst	M
10	12	Asst	M
10	12	Asst	M
10	12	Asst	M
10	12	Assoc	M
10	13	Assoc	M
10	15	Assoc	M
10	16	Asst	M
10	16	Assoc	M
10	18	Full	M
10	20	Asst	F
10	22	Asst	M
10	25	Asst	M
10	26	Asst	M
10	26	Assoc	M
10	26	Full	M
10	26	Full	M
10	26	Full	M
10	26	Full	M
10	27	Asst	M
10	28	Asst	M
10	29	Full	M
10	30	Full	M
10	34	Assoc	M
10	36	Full	M
10	37	Asst	F
10	37	Asst	M
10	37	Assoc	M
10	37	Full	M
10	38	Assoc	M
10	40	Full	M
10	42	Asst	M
10	42	Asst	M
10	43	Assoc	M
10	43	Assoc	M
10	46	Asst	F
10	46	Assoc	M
10	46	Assoc	M
10	46	Full	F
10	46	Full	F
10	47	Asst	M
10	51	Full	M
10	52	Full	M
10	55	Assoc	M
10	55	Assoc	M
10	56	Full	M
10	57	Assoc	M
10	59	Full	M
10	60	Asst	M
10	70	Full	F
10	73	Assoc	M
10	74	Assoc	M
10	75	Asst	M
10	77	Full	F
10	85	Assoc	F
10	101	Asst	M
10	102	Asst	M
10	109	Full	M
10	137	Assoc	M
10	142	Full	F
10	154	Assoc	F
10	162	Assoc	M
10	167	Asst	M
10	171	Assoc	M
10	191	Asst	F
10	200	Full	M
11	2	Asst	M
11	6	Assoc	M
11	6	Full	M
11	8	Assoc	M
11	10	Asst	M
11	11	Full	M
11	11	Full	F
11	11	Full	M
11	12	Asst	F
11	12	Full	M
11	12	Full	M
11	15	Full	M
11	15	Full	M
11	15	Full	M
11	15	Full	M
11	15	Full	M
11	17	Full	M
11	17	Full	M
11	18	Full	M
11	19	Full	M
11	21	Asst	F
11	22	Assoc	M
11	26	Full	M
11	27	Assoc	M
11	28	Full	M
11	28	Full	M
11	28	Full	M
11	28	Full	M
11	28	Full	M
11	28	Full	M
11	29	Asst	F
11	31	Full	M
11	32	Asst	F
11	32	Full	M
11	32	Full	M
11	32	Full	F
11	33	Asst	M
11	34	Full	M
11	34	Full	M
11	35	Assoc	M
11	35	Full	M
11	35	Full	M
11	36	Full	M
11	37	Asst	M
11	37	Assoc	M
11	37	Full	M
11	38	Assoc	M
11	40	Full	F
11	41	Asst	M
11	41	Asst	M
11	41	Assoc	M
11	41	Assoc	M
11	42	Assoc	M
11	42	Full	M
11	42	Full	M
11	43	Assoc	M
11	43	Full	M
11	44	Asst	M
11	47	Full	M
11	49	Asst	M
11	49	Full	F
11	50	Full	M
11	52	Assoc	M
11	52	Assoc	M
11	52	Full	F
11	52	Full	M
11	52	Full	M
11	53	Assoc	M
11	53	Assoc	F
11	54	Full	F
11	54	Full	M
11	54	Full	M
11	56	Full	M
11	57	Asst	F
11	57	Assoc	M
11	66	Full	M
11	67	Assoc	F
11	70	Assoc	M
11	71	Full	M
11	72	Full	M
11	74	Asst	F
11	74	Assoc	F
11	74	Assoc	M
11	74	Full	F
11	75	Asst	M
11	75	Asst	F
11	75	Full	M
11	77	Full	F
11	77	Full	M
11	78	Full	M
11	79	Assoc	M
11	79	Full	M
11	80	Assoc	M
11	83	Assoc	M
11	83	Assoc	M
11	83	Full	M
11	84	Full	M
11	85	Assoc	M
11	86	Asst	M
11	86	Asst	F
11	87	Asst	M
11	87	Asst	M
11	87	Assoc	M
11	87	Assoc	M
11	87	Assoc	M
11	87	Full	M
11	88	Assoc	M
11	89	Assoc	M
11	90	Asst	M
11	92	Full	M
11	95	Full	F
11	98	Asst	M
11	100	Asst	M
11	102	Full	M
11	103	Assoc	M
11	105	Full	M
11	106	Assoc	M
11	108	Asst	M
11	108	Assoc	M
11	109	Full	M
11	110	Full	M
11	111	Asst	M
11	111	Assoc	F
11	111	Full	M
11	111	Full	M
11	112	Assoc	M
11	112	Assoc	F
11	112	Full	M
11	113	Full	M
11	115	Full	M
11	123	Asst	M
11	124	Full	M
11	128	Full	M
11	128	Full	M
11	129	Assoc	M
11	129	Full	M
11	131	Assoc	M
11	131	Full	M
11	133	Full	M
11	133	Full	M
11	138	Full	M
11	141	Full	M
11	142	Assoc	M
11	142	Assoc	M
11	142	Assoc	M
11	142	Full	M
11	142	Full	M
11	143	Asst	M
11	154	Assoc	M
11	155	Asst	M
11	156	Asst	M
